V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-0.014058241,-0.169029299,1.359263824,-0.558402429,0.436206161,0.525498828,0.701019674,-0.111348933,0.330769836,0.411639282,-0.159654994,1.334544862,-0.509190457,0.758485439,-1.517545918,0.306161439,0.345092141,0.076058288,-0.956445135,-0.457069365,-0.083380719,0.149756069,-0.210874438,0.038396156,0.076225989,-1.382957728,-0.325739917,-0.038637039,10768.39,0
-0.014058241,-0.169029299,1.359263824,-0.558402429,0.436206161,0.525498828,0.701019674,-0.111348933,0.330769836,0.411639282,-0.159654994,1.334544862,-0.509190457,0.758485439,-1.517545918,0.306161439,0.345092141,0.076058288,-0.956445135,-0.457069365,-0.083380719,0.149756069,-0.210874438,0.038396156,0.076225989,-1.382957728,-0.325739917,-0.038637039,6884.95,0
0.094935393,-0.289710347,1.65771409,-0.507877628,0.249269647,0.112751225,0.744592694,-0.207554529,0.580439163,0.440947217,-1.194234341,0.506691829,-0.569133692,0.560311754,-0.402903157,0.235658174,0.430649977,0.022296349,0.084206909,-0.116308167,-0.182140042,-0.343786527,-0.102513555,0.832631856,-0.134420903,0.452227322,-0.431026895,-0.593572306,23254.5,0
-0.284236256,0.090575291,0.815783986,-0.153535665,0.093066788,0.614927812,0.349052346,0.108924722,0.16101967,0.6185949,-0.19908324,1.599679152,-0.19747187,1.212791298,-0.592143475,0.06750487,0.709093834,0.241285923,0.58325666,-0.154086753,-0.070335786,0.263573646,-0.09342064,0.07705122,-0.156240229,-0.569615783,-0.062379532,0.191090747,1319.01,0
0.828906718,-0.486963426,0.774816795,-0.326807016,0.307282577,1.097382164,0.337606743,-0.058035994,0.709768887,0.438346651,-0.245585237,1.785018231,0.475490102,0.681713561,0.907961753,-0.239463384,0.987897398,-0.892894075,-1.569101764,-0.373443174,-0.133951676,0.057855313,0.142256381,-0.971890037,0.095419207,0.816596928,-0.179530748,-0.087769777,21452.7,0
0.919152691,-0.387996039,0.756449168,-0.10179343,0.181593487,0.487171836,0.422190844,-0.125666111,0.505483147,0.61760012,0.037574123,1.824766509,-0.181259339,0.862289957,-0.870317292,0.162218357,0.470019849,-0.001561072,-0.348547763,-0.359519274,-0.118362877,0.045563672,-0.072421429,0.496252974,0.932821346,-0.820474273,-0.195543633,-0.08202802,6216.65,0
1.032731922,-0.669436736,0.203921965,-1.167525257,0.942577678,2.31169539,0.11758469,0.07777679,1.074196003,0.475724789,-0.915364857,0.775681683,0.059407307,0.590598958,0.372484811,0.676626755,0.28817582,0.397223057,0.262883074,-0.063332118,-0.10572362,-0.034598863,-0.153713786,2.497014111,0.751080763,2.317872564,-0.292292105,-0.087798645,10890.5,0
-0.414503985,0.2092335,0.546672977,-0.159677632,-0.024762207,0.579037733,0.243042241,0.219901859,0.171538479,0.655176441,-0.256913514,1.798772382,-0.13441534,1.413552737,-0.61699285,0.109516736,0.777740874,0.255380335,0.556022903,-0.133624755,-0.065315234,0.234013147,-0.012561698,0.066097178,-0.028330424,-0.55136209,-0.087561828,0.184887895,5521.22,0
-0.039055478,-0.119493731,1.698424592,-0.13413493,0.429414351,0.543654191,0.769648598,-0.191906313,0.354074537,0.663566571,-0.864809876,0.908796307,0.566795557,0.524942038,0.222923167,-0.134043541,0.624725792,-0.124143447,0.410675289,0.094112642,-0.138418188,0.198967101,-0.287274007,0.26686929,0.200584397,-0.503810427,-0.128102057,-0.180055771,19443.16,0
-0.143111547,-0.387434407,2.728966855,-1.220654846,0.141048025,0.48264536,0.337109571,-0.059137981,0.470633524,0.287093939,0.117375607,1.440678693,0.499353116,0.584466797,0.480628383,1.112629771,0.207427071,0.558834361,-1.327349429,-0.168552819,0.054454519,1.001918504,-0.182383867,0.627258307,-0.498396907,1.545984724,-0.184057458,0.12687641,21846.55,0
-0.089753109,-0.401582852,2.621198203,-1.748289873,-0.048407886,0.319371765,0.299817715,-0.119084589,0.031731488,0.582020937,-1.091994525,0.344959846,1.474506306,0.268157005,0.72773174,2.251395529,0.302938382,-0.006361932,-0.472695444,0.198640773,0.066829408,1.205216455,-0.423277054,0.220809187,0.71792701,-0.196917367,0.14967038,0.227378952,8569.61,0
0.941299512,-0.42531629,0.840151126,-0.263633961,0.085561832,0.234816117,0.428281392,-0.168785687,0.68908325,0.489786791,-0.608336636,1.631792228,0.832395051,0.606053307,-0.127253543,0.109024702,0.576574827,-0.375951854,-0.45363519,-0.243548559,-0.169709536,-0.266364713,0.036601023,0.96942831,0.514233577,0.613029095,-0.2406709,-0.058746489,3646.68,0
0.076690475,-0.298464646,1.276810046,-1.651221408,0.287452963,0.405631753,0.583725891,-0.13078218,1.048549516,0.096076236,-1.222597722,0.652820569,0.016478914,0.787401922,2.534289098,0.228408772,0.342591764,0.359874195,0.294065782,-0.197382901,-0.129341663,-0.152762865,-0.180599026,-1.328990722,-0.084970557,-2.181662208,-0.084305099,0.05189852,23818.48,0
0.305085457,-0.282081874,1.37818357,-0.379814624,0.032759376,0.156327043,0.40730686,-0.350173508,0.664828616,0.412418679,-0.957381532,1.162073863,0.168371288,0.621035146,-0.655887362,0.212077486,0.518586007,-0.061256582,-0.234471014,-0.393135192,0.17545162,-0.199018285,-0.190193579,1.689781882,1.301965928,0.953904116,-0.070143301,0.428954201,22160.2,0
1.150615395,-0.733855686,0.926123422,-1.091021643,-0.098710356,0.672449245,0.092341109,-0.140517146,0.320482763,0.873183688,-1.94487591,0.643568561,2.144317752,0.374166104,1.788346789,0.313308845,0.180549805,2.131880322,-0.804081418,-0.446316362,-0.196149379,-0.155536572,-0.155267937,-1.527784959,0.213628203,2.315164992,-0.237215469,-0.051973006,20406.95,0
-0.180214611,-0.00712964,1.149290064,-0.13087696,0.254389036,0.502208813,0.62640926,-0.097072459,0.404253261,0.725045017,-0.972062766,1.07646816,0.640960621,0.641320365,0.142399867,-0.095426742,0.679013124,-0.113499193,0.357492917,0.074796024,-0.126239023,0.252399238,-0.154111554,0.258953245,-0.129013951,-0.611020529,-0.098993406,-0.121779989,16577.16,0
0.991295141,-0.400855255,0.985472766,-0.215910516,-0.015144524,-0.057482909,0.419189643,-0.198931907,0.746544937,0.498121481,-0.666292286,1.858986914,1.183266421,0.505920753,-0.64522682,0.164775194,0.513878729,-0.168521857,-0.231931018,-0.237631843,-0.120281679,0.142123343,-0.057131657,2.252878113,0.851725774,0.872866391,-0.24450505,-0.056746672,16184.13,0
-0.163454619,-0.808236141,0.459028388,0.608147938,-1.277335592,2.948937957,2.808955361,-0.56881436,0.334569594,0.504792926,-0.521316143,0.576710105,-0.743603412,0.535281499,-0.983814122,0.826099929,0.471725071,0.968453393,0.746615852,-0.165030224,0.424109957,-0.384523723,1.012096163,0.074139888,0.872055541,0.734322092,0.895644601,-0.282951324,4907.58,0
-0.209898451,-0.082173928,1.405646119,-0.26844173,0.213894216,0.545267465,0.52836208,-0.176907933,0.388617686,0.917244465,-0.355198889,0.555963141,-0.277484625,0.82238382,3.068075949,-0.07229188,0.773512627,-0.28476475,0.488891033,-0.287197841,-0.093380948,-0.152495827,0.194905231,0.206255162,-1.548765571,0.513045524,-1.045149005,0.466804899,23353.66,0
0.906845112,-0.484693637,1.398199361,-0.04336943,-0.094359654,0.517495,0.213538448,-0.086267651,1.185574249,0.536899323,-0.954187352,0.59843978,-1.282558409,0.668747659,0.545672108,0.346329636,0.512150473,0.039819514,-0.874852049,-0.448419479,-0.116559904,0.043288594,0.067378445,0.765518919,0.329424333,-0.914388757,-0.143812587,-0.017368526,5152.42,0
1.072187625,-0.33168148,0.515360048,-0.381671477,0.211411213,0.016575889,0.458459292,-0.190143062,0.538605802,0.485566551,-0.985443245,0.647882583,0.386153963,0.546513793,1.351773168,0.929239263,0.3776644,0.239015443,-0.210277508,-0.230788454,-0.235337819,-0.849769663,0.041097236,-0.320497761,0.390687425,0.300843511,-0.264764493,-0.039187452,5862.33,0
0.281973127,-0.166797799,1.058782209,0.056441381,0.309113411,0.538976903,0.644828671,-0.159040271,0.271588028,0.612323225,-0.948645472,1.115543961,0.843000104,0.676405146,0.35556585,-0.183107682,0.728991398,-0.069002226,0.83309251,-0.071459014,-0.056847897,0.62263508,0.099841251,0.262631169,-1.79491935,-0.72108016,0.16034568,0.516549332,8094.84,0
-0.020577047,-0.372515405,0.97187603,-1.025300699,0.26715399,0.14476134,0.878490512,-0.198006512,0.659838305,0.134777004,-0.665983841,1.440878853,0.92616191,0.78317561,1.380784874,-0.320372918,0.722217678,0.017565866,1.032887551,0.222284997,-0.019063682,0.633290177,-0.029558276,0.324700214,0.32055627,-1.078093276,-0.064859316,0.236707581,6685.2,0
-0.253128167,-0.355593107,0.402288609,-0.995308639,2.121933167,2.093083763,0.412930648,0.060015484,0.484151108,0.530292093,-1.155631835,0.606086663,-0.288219002,0.679779173,-0.798230132,0.484279827,0.218629377,0.306684589,-0.346859149,-0.280272261,-0.164328097,-0.323212583,-0.394375693,2.256754443,0.502397699,-1.265481669,-0.050434988,0.451759614,15846.22,0
0.919001355,-0.416906392,0.689841525,-0.113752374,0.189508811,0.544660083,0.405788653,-0.112590442,0.588777366,0.626494848,-0.093462991,1.272746948,-0.965795169,0.959652455,-0.770766072,0.207152102,0.460183165,0.087140986,-0.278136082,-0.390565942,-0.125752517,-0.053718048,-0.094799979,0.045247554,0.928902437,-0.782679923,-0.203503279,-0.088159753,22431.5,0
0.954305566,-0.356269053,0.677523198,-0.378380638,0.1722482,0.24605226,0.405575237,-0.138214213,0.344593993,0.531909594,0.297659845,1.639342145,0.269758896,0.664423958,0.685901841,0.679081308,0.470972239,0.116080569,-0.517058106,-0.265477288,-0.181571824,-0.53668584,0.149768841,0.404145011,0.061674599,0.225551933,-0.248790282,-0.05256029,4087.1,0
0.820959121,-0.515230928,0.277663824,-0.446358483,0.379527515,0.34196114,0.655561639,-0.198966327,0.351849169,0.519838579,-1.046338562,0.935627056,0.900173901,0.925141033,1.2074908,0.448378512,0.345698877,-0.261135917,-0.204936223,0.10328208,-0.227987418,-1.084437061,-0.101934479,-1.236954409,0.389525536,0.457150008,-0.32230945,-0.034180158,10243.65,0
0.941659398,-0.890154663,1.405924066,-0.790910003,-0.365897719,0.335082488,0.064207641,-0.12867396,0.577759643,0.830425482,-1.263773603,0.507154384,0.225576797,0.432880388,0.91037438,0.034103005,0.415037902,1.692025911,-1.107024214,-0.473950241,-0.166432456,-0.071093738,-0.043729668,0.920644575,-0.131776954,2.22503856,-0.247630272,0.000361923,3461.58,0
0.947152205,-0.257806498,0.572351116,0.299791228,0.218240839,-0.158537323,0.633538644,-0.206376189,0.018963999,0.970731783,-0.909969618,0.274871516,-1.269070606,1.228704638,0.322426094,0.662236729,0.351438081,0.050407165,-1.133451397,-0.36048962,-0.098743596,-0.152089541,-0.100840481,1.493424254,0.980799144,0.125440801,-0.297847053,-0.060819266,5283.12,0
0.093590071,-0.31319308,0.508780027,-1.209916405,1.533556965,2.331524287,0.548167963,0.005455077,0.503954758,0.489958781,-0.944296741,0.519065316,-0.20374199,0.564890075,-0.231041855,0.395940301,0.277975508,0.2230992,0.420224042,-0.053379863,-0.208064152,-0.587128713,-0.180741038,2.296282143,0.113228686,0.687635652,-0.549043047,-0.642988691,13296.95,0
-0.009585935,-0.125836014,0.616502592,-0.050836797,0.008649285,0.674608911,1.107005349,-0.240739708,0.226753239,0.841929327,-0.585998418,1.075887122,1.520868623,0.712752638,2.060616529,0.006800449,0.526201512,0.074080489,0.534904174,-0.176337546,-0.034679418,0.94700157,0.047081779,0.345665131,-1.789760862,-0.718529734,0.148320129,0.663980833,19352.38,0
-0.132403313,-0.398758811,1.831836773,-0.728478761,0.737656128,1.470803362,0.519697345,-0.000518408,0.46294093,0.403959501,0.001568644,0.477581456,-2.524425136,0.933790033,0.350349596,-0.141835839,0.817281956,-0.469338734,-0.792371175,-0.2884059,-0.136056553,-0.058599821,-0.171847283,-2.192567848,-0.123417544,0.894529575,-0.357031054,-0.561669721,5334.31,0
-0.0745026,-0.276589204,1.773529492,-0.361974278,0.633982563,0.411441778,1.079636792,-0.325419408,0.648321662,0.717387198,-1.449006375,0.413656977,-0.090364508,0.357645725,-0.43374331,0.133109354,0.290343889,0.156420022,0.149820675,-0.053738973,-0.192593545,-0.059442098,-0.449523552,-0.206330753,0.474016865,-1.076991876,-0.922837026,-1.249658044,11204.71,0
-0.147020883,-0.361823508,2.971481475,0.362088115,0.311792392,0.460337962,0.480064363,-0.220749173,0.421049764,1.128695266,-0.972593731,0.5031553,0.159503881,0.302323474,0.046101365,0.389858834,0.385391587,0.258735799,-0.025815877,-0.220694696,-0.136926119,0.350874446,0.189237423,1.550137672,-1.029926944,-0.134407023,-0.576351169,-0.760841265,9567.3,0
0.77601956,-0.558401518,0.679093875,-0.390576278,0.354203399,1.345412803,0.297538214,-0.008312935,0.6363187,0.506874883,0.260011159,1.947928492,-0.414081476,0.887621384,0.19808789,-0.129190763,0.837295555,-0.657760471,-1.173006193,-0.354587489,-0.119493365,0.030339066,0.074691721,-1.622700631,0.05485747,0.823924411,-0.196323455,-0.114532938,3837.2,0
-0.395634584,-0.76325657,2.266155459,0.11560015,0.428740075,0.252963938,0.609414046,-0.274598559,0.140041829,1.359270687,-0.961307383,0.146059344,-0.333324217,0.340671647,0.34343059,0.483902218,0.572731793,-0.241246292,1.273423813,-0.547776656,-0.388138418,-0.724404239,1.142256677,1.106269148,-0.6618942,5.04714761,-0.843534044,-1.061728455,7004.62,0
0.836815739,-0.469068647,0.656173815,-0.100322582,0.180989855,0.564010185,0.435969058,-0.119014477,0.558463684,0.611958732,-0.073853771,1.426759673,-0.67139069,0.930819162,-0.792474619,0.204849846,0.45513787,0.075302996,-0.294231183,-0.256986713,-0.111328682,-0.060391569,-0.1452537,0.089386633,0.911551026,-0.801368861,-0.213331174,-0.063650642,17744.02,0
0.043137634,-0.209141244,0.422784257,-0.541403037,1.653077301,2.359045717,0.453511104,0.080125873,0.262135657,0.60119761,-1.043482282,0.545323599,-0.143136213,0.780647879,0.135953851,0.15559498,0.394614475,0.470638047,0.948125593,0.155153844,-0.14663525,-0.185796936,-0.218332682,2.254352864,0.154266535,-0.555055245,0.269617497,0.38933408,9417.64,0
0.990040339,-0.365606944,0.751821151,-0.345803129,0.120331551,0.029780167,0.460699232,-0.181757975,0.463651726,0.552623828,-0.432302046,1.15225648,0.522226493,0.858865094,1.341798478,0.352976453,0.443195434,-0.271129578,-0.740509109,-0.287634401,-0.163852082,-0.37800798,0.124988139,0.880214269,0.264739349,0.417353665,-0.256472086,-0.061441312,14727.17,0
